noc,job,workers,minEduc,yearsStudy,automationRisk,totalSkill,industry,cluster,sector,wage,skillsComp,skillsLogi,skillsMath,skillsLang,s1 Data Analysis,s2 Decision Making,s3 Finding Information,s4 Job Task Planning and Organizing,s5 Measurement and Calculation,s6 Money Math,s7 Numerical Estimation,s8 Oral Communication,s9 Problem Solving,s10 Reading,s11 Scheduling or Budgeting and Accounting,s12 Digital Technology,s13 Document Use,s14 Writing,s15 Critical Thinking,f1 Science & Agriculture,f2 Engineering,f3 Humanities,f4 Social Science,f5 Fine Arts,f6 Math And Computer Science,f7 Arts & Education,f8 Education   (teacher training)                      ,f9 Law,f10 Health,"f11 Health, Nursing & Clinical Laboratory",f12 Business,"f13 Medical, Dental & Veterinary",d1 Agriculture & Biological Science                    ,d2 Forestry                                            ,d3 Architecture & Landscape Architecture               ,d4 Humanities                                          ,d5 Social Sciences                                     ,d6 Fine & Applied Arts                                 ,d7 Computer Science                                    ,d8 Other Arts & Science                                ,d9 Education   (teacher training)                      ,d10 Engineering                                         ,d11 Law                                                 ,d12 Mathematics                                         ,d13 Kinesiology / Recreation / Physical Education       ,d14 Theology                                            ,d15 Physical Sciences                                   ,d16 Therapy & Rehabilitation                            ,"d17 Health, Nursing & Clinical Laboratory",d18 Business & Commerce                                 ,"d19 Medical, Dental & Veterinary"
2281,Computer network technicians,17510,0,3.129707113,0.03,186,Natural and applied sciences and related occupations,6,Technical occupations related to natural and applied sciences,31.79,80,34,24,48,4,12,5,3,5,9,2,13,6,23,8,58,18,12,8,425,4885,135,545,295,8575,595,75,200,0,20,1760,0,45,75,20,90,545,295,8370,595,75,4865,200,205,0,45,305,0,20,1760,0
2282,User support technicians,14220,2,3.167420814,0.65,119,Natural and applied sciences and related occupations,6,Technical occupations related to natural and applied sciences,28.85,43,32,11,33,4,9,3,3,1,0,4,11,7,15,6,27,12,7,10,370,4005,50,590,315,6415,380,50,110,35,110,1790,0,70,0,0,50,590,315,6305,380,50,4005,110,110,35,0,300,0,110,1790,0
2283,Information systems testing technicians,1850,0,3.527272727,0.22,151,Natural and applied sciences and related occupations,6,Technical occupations related to natural and applied sciences,36.06,71,33,8,39,4,8,6,3,2,2,1,9,7,20,3,49,18,10,9,0,590,0,60,15,925,15,0,0,0,0,245,0,0,0,0,0,60,15,840,15,0,590,0,85,0,0,0,0,0,245,0
3011,Nursing co-ordinators and supervisors,2690,0,3.193548387,0.007,168,Health occupations,8,Professional occupations in nursing,40,45,42,23,58,7,10,8,3,7,4,5,18,11,23,8,21,17,17,10,0,0,0,40,0,0,0,0,0,80,2525,45,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,80,2525,45,0
3012,Registered nurses and registered psychiatric nurses,106220,0,3.299559471,0.009,158,Health occupations,8,Professional occupations in nursing,36.87019345,42,40,22,54,7,10,7,3,7,3,5,17,10,22,7,19,17,16,9,310,85,270,835,180,20,1185,720,210,355,100555,1495,0,310,0,0,250,835,180,20,1185,720,85,210,0,190,20,0,165,100555,1495,0
3111,Specialist physicians,13065,0,4.785714286,0.004,186,Health occupations,8,Professional occupations in health (except nursing),80.80364742,50,47,26,64,8,11,8,3,8,4,5,19,11,25,9,23,18,19,13,150,0,0,55,0,35,20,0,0,35,9460,30,3280,150,0,0,0,55,0,35,20,0,0,0,0,35,0,0,0,9460,30,3280
3112,General practitioners and family physicians,16595,0,4.806451613,0.004,184,Health occupations,8,Professional occupations in health (except nursing),77.44984802,49,46,26,63,8,11,8,3,8,4,5,19,11,25,9,23,18,19,12,20,60,0,0,30,0,50,0,0,0,14910,20,1505,20,0,0,0,0,30,0,50,0,60,0,0,0,0,0,0,14910,20,1505
3113,Dentists,7285,3,4.684210526,0.004,151,Health occupations,8,Professional occupations in health (except nursing),73.36534954,34,50,21,46,5,10,13,3,5,3,3,15,13,16,10,12,17,15,11,0,0,0,0,0,0,0,0,0,0,6830,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6830,0,455
3114,Veterinarians,3205,3,4.909090909,0.038,214,Health occupations,8,Professional occupations in health (except nursing),47.63039514,49,64,26,75,12,18,11,9,10,2,7,33,13,18,7,16,21,24,13,0,0,0,0,20,0,0,0,0,0,3185,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3185,0,0
3121,Optometrists,1685,3,5,0.14,193,Health occupations,8,Professional occupations in health (except nursing),60.29179331,46,53,28,66,10,9,7,3,8,5,10,16,22,32,5,16,20,18,12,0,0,0,0,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,0
3122,Chiropractors,2990,3,3.846153846,0.027,168,Health occupations,8,Professional occupations in health (except nursing),34.75197568,42,36,23,67,13,7,4,2,5,5,7,18,11,28,6,14,15,21,12,0,0,0,0,0,0,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,0,0
3124,Allied primary health practitioners,1875,0,4.368421053,0.055,157,Health occupations,8,Professional occupations in health (except nursing),36.00684922,42,40,22,54,6,10,7,3,7,3,4,17,10,21,7,19,17,16,9,0,0,0,0,0,0,15,0,0,0,1860,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1860,0,0
3125,Other professional occupations in health diagnosing and treating,990,0,4.176470588,0.02,161,Health occupations,8,Professional occupations in health (except nursing),26.29057751,43,40,22,55,7,10,7,3,7,4,4,17,10,22,7,20,17,17,9,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0
3131,Pharmacists,10180,3,4.279069767,0.012,205,Health occupations,8,Professional occupations in health (except nursing),56.61762918,46,66,22,71,12,15,12,3,14,1,2,13,12,33,5,13,21,25,24,155,0,0,0,0,0,150,0,0,0,9215,145,515,125,0,0,0,0,0,0,150,0,0,0,0,0,0,30,0,9215,145,515
3132,Dietitians and nutritionists,2730,3,3.790697674,0.004,185,Health occupations,8,Professional occupations in health (except nursing),36.06,45,59,29,52,7,18,11,6,6,3,6,12,11,17,14,19,19,23,13,15,0,1270,50,0,0,340,0,0,0,1030,25,0,15,0,0,1270,50,0,0,340,0,0,0,0,0,0,0,0,1030,25,0
3141,Audiologists and speech-language pathologists,2600,3,4.733333333,0.005,142,Health occupations,8,Professional occupations in health (except nursing),40.51,26,28,22,66,4,11,2,2,6,5,4,20,8,25,7,14,8,21,5,0,0,0,0,0,0,50,0,0,0,2550,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2550,0,0
3142,Physiotherapists,6950,3,3.980392157,0.021,152,Health occupations,8,Professional occupations in health (except nursing),36,39,38,33,42,10,7,11,3,9,5,3,13,6,12,16,14,15,17,11,40,0,0,75,0,0,145,45,0,150,6400,45,50,40,0,0,0,75,0,0,145,45,0,0,0,150,0,0,0,6400,45,50
3143,Occupational therapists,4285,3,4.263157895,0.004,192,Health occupations,8,Professional occupations in health (except nursing),38.46,53,59,12,68,11,12,10,4,5,3,1,22,14,25,3,18,24,21,19,0,0,0,25,0,0,90,60,0,0,4110,0,0,0,0,0,0,25,0,0,90,60,0,0,0,0,0,0,0,4110,0,0
3144,Other professional occupations in therapy and assessment,2505,3,3.777777778,0.012,175,Health occupations,8,Professional occupations in health (except nursing),25,55,45,20,55,9,13,6,3,4,3,4,18,10,21,9,22,24,16,13,0,0,0,55,0,0,175,15,0,1560,680,20,0,0,0,0,0,55,0,0,175,15,0,0,0,1560,0,0,0,680,20,0
3211,Medical laboratory technologists,5420,2,3.666666667,0.9,168,Health occupations,8,Technical occupations in health,35,50,40,19,59,5,12,5,2,9,2,2,20,11,24,6,20,25,15,10,620,10,0,0,0,0,530,20,0,0,4215,0,25,555,0,0,0,0,0,0,530,20,10,0,0,0,0,65,0,4215,0,25
3212,Medical laboratory technicians and pathologists' assistants,5565,2,3.023809524,0.47,75,Health occupations,8,Technical occupations in health,26.91527062,20,14,8,33,4,2,2,2,3,1,2,11,5,16,2,6,10,6,3,480,15,0,0,0,0,1035,0,0,0,3985,50,0,400,0,0,0,0,0,0,1035,0,15,0,0,0,0,80,0,3985,50,0
3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists                                     ",1880,2,3.32,0.066,128,Health occupations,8,Technical occupations in health,35,39,26,21,42,7,7,4,3,7,4,5,14,3,16,5,14,18,12,9,165,0,0,0,0,0,95,0,0,25,1595,0,0,165,0,0,0,0,0,0,95,0,0,0,0,25,0,0,0,1595,0,0
3215,Medical radiation technologists,5250,2,3.648148148,0.23,186,Health occupations,8,Technical occupations in health,35.8,54,51,13,68,6,12,10,3,4,3,3,19,13,28,3,28,20,21,13,1055,0,0,40,0,0,210,0,0,25,3825,50,45,1055,0,0,0,40,0,0,210,0,0,0,0,25,0,0,0,3825,50,45
3216,Medical sonographers,1715,0,3.84375,0.35,150,Health occupations,8,Technical occupations in health,34,41,38,21,51,6,10,7,3,7,3,4,16,10,20,6,17,17,14,8,70,0,0,0,0,0,35,0,0,0,1585,0,25,70,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1585,0,25
3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.                                   ",410,0,2.6,0.23,152,Health occupations,8,Technical occupations in health,27,41,38,21,52,6,10,7,3,7,3,4,16,10,21,7,18,17,15,8,0,0,0,20,0,0,0,0,0,50,340,0,0,0,0,0,0,20,0,0,0,0,0,0,0,50,0,0,0,340,0,0
3219,Other medical technologists and technicians (except dental health),8860,2,2.728070175,0.4,140,Health occupations,8,Technical occupations in health,19.23,43,39,17,41,6,7,6,3,6,4,2,13,8,21,5,18,19,7,15,275,30,190,90,0,0,410,20,55,175,6970,525,120,250,0,0,190,90,0,0,410,20,30,55,0,155,0,25,20,6970,525,120
3221,Denturists,380,2,2.5,0.004,162,Health occupations,8,Technical occupations in health,25.26990881,39,55,23,45,4,13,10,3,5,5,8,19,14,16,5,16,19,10,15,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0
3222,Dental hygienists and dental therapists,9050,2,3.071428571,0.68,144,Health occupations,8,Technical occupations in health,40,40,32,20,52,7,7,2,2,5,5,4,21,10,24,6,12,21,7,11,100,0,0,45,0,0,250,0,20,0,8590,45,0,100,0,0,0,45,0,0,250,0,0,20,0,0,0,0,0,8590,45,0
3223,"Dental technologists, technicians and laboratory assistants                                                          ",1165,2,2.142857143,0.97,100,Health occupations,8,Technical occupations in health,23,30,22,15,33,7,6,2,3,3,4,4,10,5,16,4,9,14,7,6,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0
3231,Opticians,1925,0,2.772727273,0.71,231,Health occupations,8,Technical occupations in health,24.04,66,66,33,66,10,15,11,2,13,4,8,33,20,17,8,23,33,16,18,0,0,0,0,0,0,65,0,0,0,1860,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,1860,0,0
3232,Practitioners of natural healing,1110,2,3.28125,0.158,175,Health occupations,8,Technical occupations in health,31.45672125,52,37,21,65,9,10,7,3,4,5,3,24,10,25,9,24,19,16,7,0,0,0,25,20,0,0,20,0,0,1045,0,0,0,0,0,0,25,20,0,0,20,0,0,0,0,0,0,0,1045,0,0
3233,Licensed practical nurses,14155,2,2.549019608,0.058,137,Health occupations,8,Technical occupations in health,24.7,34,42,9,52,7,12,6,2,6,2,1,15,10,24,0,18,9,13,12,40,0,50,0,0,0,0,0,0,0,14050,15,0,40,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14050,15,0
3234,Paramedical occupations,6925,2,2.773584906,0.049,251,Health occupations,8,Technical occupations in health,37.08,50,58,33,110,7,18,13,4,22,0,11,43,23,47,0,10,33,20,0,80,0,0,130,30,0,140,0,0,140,6405,0,0,80,0,0,0,130,30,0,140,0,0,0,0,140,0,0,0,6405,0,0
3236,Massage therapists,6740,0,3.096153846,0.54,135,Health occupations,8,Technical occupations in health,19.72,37,34,19,45,5,9,6,3,7,3,4,14,9,18,5,15,17,12,6,40,0,20,95,120,0,245,45,10,245,5905,15,0,40,0,0,20,95,120,0,245,45,0,10,0,245,0,0,0,5905,15,0
3237,Other technical occupations in therapy and assessment,790,0,2.772727273,0.373,146,Health occupations,8,Technical occupations in health,30.03851296,39,37,21,49,6,10,7,3,7,3,4,15,10,20,6,17,17,14,8,0,0,15,35,0,0,30,0,0,0,710,0,0,0,0,0,15,35,0,0,30,0,0,0,0,0,0,0,0,710,0,0
3411,Dental assistants,10070,1,2.604166667,0.51,103,Health occupations,8,Assisting occupations in support of health services,19.23,36,24,13,30,3,5,7,2,3,3,1,9,5,15,6,20,13,6,5,20,0,60,35,0,0,65,30,0,0,9685,175,0,20,0,0,60,35,0,0,65,30,0,0,0,0,0,0,0,9685,175,0
3413,Furniture and fixture assemblers and inspectors,47400,0.5,2.512201454,0.6675,106,Health occupations,8,Assisting occupations in support of health services,18.5,27.5,31.5,11,36.5,3,8.5,5.5,2.5,4,2,3.5,11.5,10.5,18,2,11.5,13,6.5,5,220,145,1695,805,345,95,1845,805,530,1085,36930,2415,0,100,0,0,1695,805,345,95,1845,805,145,530,0,220,0,120,865,36930,2415,0
3414,Other assisting occupations in support of health services,4785,1,2.433962264,0.594,132,Health occupations,8,Assisting occupations in support of health services,17,39,30,17,46,7,6,6,2,5,4,3,15,10,24,5,20,12,7,6,75,30,105,110,25,25,340,0,35,460,3435,145,0,75,0,0,105,110,25,25,340,0,30,35,0,320,0,0,140,3435,145,0
4011,Chefs,34100,0,3.727248677,0.066,160.5,Sales and service occupations,9,Service supervisors and specialized service occupations,29.515,43,40,22,55,6.5,10,7.5,3,6.5,4,4.5,17,10.5,21.5,7.5,20,16.5,16,9,3940,1900,2230,4770,2570,1295,430,2390,330,395,1540,1685,70,2280,135,135,1355,4770,2570,610,430,2390,1765,330,685,150,875,1525,245,1540,1685,70
4012,Metalworking and forging machine operators,27245,0,3.045530146,0.753,130.5,"Occupations in education, law and social, community and government services",5,Professional occupations in education services,22.19169923,35.5,32.5,19,43,4.5,9,6,3,7,3,4,14,9,18,5,14,17.5,11.5,6,7590,3615,1445,4435,1195,1310,2130,735,300,690,1635,1045,0,4915,350,200,955,4435,1195,750,2130,735,3415,300,560,525,490,2325,165,1635,1045,0
4021,College and other vocational instructors,25255,0,3.631889764,0.032,164,"Occupations in education, law and social, community and government services",5,Professional occupations in education services,33.33,44,41,23,56,7,10,7,3,7,4,5,17,11,22,8,20,17,17,9,1115,1640,990,2520,2600,840,2160,6105,615,920,2245,3505,0,385,65,150,725,2520,2600,555,2160,6105,1490,615,285,380,265,665,540,2245,3505,0
4031,Secondary school teachers,69045,0,4.353808354,0.008,170,"Occupations in education, law and social, community and government services",5,Professional occupations in education services,44.87,46,42,23,58,7,11,8,3,7,4,5,18,11,23,8,21,17,18,10,2505,970,2915,3080,3715,1810,3025,47035,195,2010,270,1515,0,1145,265,15,2445,3080,3715,255,3025,47035,955,195,1555,1915,470,1095,95,270,1515,0
4032,Elementary school and kindergarten teachers,120415,0,4.213219616,0.004,167,"Occupations in education, law and social, community and government services",5,Professional occupations in education services,38.46,45,42,23,57,7,10,8,3,7,4,5,18,11,22,8,21,17,17,10,1315,435,5160,6605,4210,560,4725,91860,280,2225,1060,1980,0,730,245,25,4730,6605,4210,105,4725,91860,410,280,455,1850,430,340,375,1060,1980,0
4033,Educational counsellors,3045,0,3.946666667,0.009,158,"Occupations in education, law and social, community and government services",5,Professional occupations in education services,36.87019345,42,40,22,54,7,10,7,3,7,3,5,17,10,22,7,19,17,16,9,20,0,205,540,75,0,90,1505,25,435,0,150,0,20,0,0,190,540,75,0,90,1505,0,25,0,45,15,0,390,0,150,0
4111,Judges,805,0,4.666666667,0.4,185,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",116.18,49,47,26,62,8,11,8,3,9,4,6,18,11,26,8,22,20,18,13,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0
4112,Lawyers and Quebec notaries,32785,0,4.487804878,0.035,185,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",81.95744681,49,46,26,64,8,11,8,3,8,4,5,19,11,25,9,23,18,19,13,75,170,425,770,280,215,410,130,29165,135,50,960,0,40,15,0,290,770,280,215,410,130,170,29165,0,0,135,20,135,50,960,0
4151,Psychologists,5370,3,4.261904762,0.007,179,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",35,46,46,27,60,15,13,8,3,6,5,6,20,8,20,10,18,13,20,14,0,0,95,4725,0,0,55,95,0,250,150,0,0,0,0,0,50,4725,0,0,55,95,0,0,0,0,45,0,250,150,0,0
4152,Social workers,19805,3,3.657342657,0.012,135,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",34,24,49,8,54,5,14,4,3,2,2,1,16,11,22,3,10,9,16,17,0,0,575,2525,45,0,395,635,150,14450,580,450,0,0,0,0,545,2525,45,0,395,635,0,150,0,60,30,0,14390,580,450,0
4153,"Family, marriage and other related counsellors                                                                       ",5615,3,3.631067961,0.021,141,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",26.44,32,32,11,66,6,10,4,2,1,5,1,23,5,21,4,15,11,22,11,0,0,550,1355,0,0,165,320,100,1945,1160,20,0,0,0,0,440,1355,0,0,165,320,0,100,0,30,110,0,1915,1160,20,0
4154,Professional occupations in religion,9640,0,3.808510638,0.025,159,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",23.08,43,40,22,55,7,10,7,3,7,4,4,17,10,21,7,20,16,16,9,0,0,8715,170,0,0,150,370,0,55,15,165,0,0,0,0,10,170,0,0,150,370,0,0,0,0,8705,0,55,15,165,0
4155,Probation and parole officers and related occupations,1280,3,4.148148148,0.25,144,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",38.97,28,43,11,62,6,11,5,3,2,3,3,18,10,28,3,10,12,16,14,0,0,0,885,0,0,135,0,80,180,0,0,0,0,0,0,0,885,0,0,135,0,0,80,0,0,0,0,180,0,0,0
4156,Employment counsellors,2685,0,3.671232877,0.009,162,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",26.67,44,40,22,55,7,10,7,3,7,4,4,17,10,22,7,20,17,17,9,15,0,185,675,85,0,90,215,20,650,0,750,0,15,0,0,185,675,85,0,90,215,0,20,0,0,0,0,650,0,750,0
4161,"Natural and applied science policy researchers, consultants and program officers                                     ",5365,0,4.295302013,0.33,154,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",40.87,42,39,22,52,6,10,7,3,7,3,5,16,10,21,7,18,17,15,9,2200,745,10,765,10,35,570,65,80,265,80,540,0,580,1170,30,10,765,10,35,570,65,715,80,0,90,0,450,175,80,540,0
4162,Economists and economic policy researchers and analysts,5450,0,4.35,0.33,153,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",39.42,41,39,22,52,6,10,7,3,7,3,5,16,10,21,7,18,17,15,9,140,40,15,3180,0,150,110,0,90,215,0,1510,0,140,0,0,15,3180,0,50,110,0,40,90,100,0,0,0,215,0,1510,0
4164,"Social policy researchers, consultants and program officers                                                          ",6965,0,4.111764706,0.145,160,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",36.06,43,40,22,55,7,10,7,3,7,4,5,17,10,22,7,19,17,16,9,160,80,425,3160,160,20,345,235,310,1070,30,970,0,35,125,80,425,3160,160,20,345,235,0,310,0,20,0,0,1050,30,970,0
4165,"Health policy researchers, consultants and program officers                                                          ",9585,0,4.207373272,0.145,159,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",33.4,43,40,22,54,7,10,7,3,7,4,5,17,10,21,7,19,17,16,9,1680,35,265,1425,65,75,745,345,80,830,3190,850,0,1490,50,20,265,1425,65,25,745,345,15,80,50,330,0,140,500,3190,850,0
4166,"Education policy researchers, consultants and program officers                                                       ",4550,0,4.177777778,0.145,159,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",33.05,43,40,22,54,7,10,7,3,7,4,4,17,10,21,7,19,17,16,9,25,0,170,595,175,25,175,2805,30,90,55,405,0,25,0,0,150,595,175,0,175,2805,0,30,25,10,20,0,80,55,405,0
4167,"Recreation, sports and fitness policy researchers, consultants and program officers                                  ",1890,0,3.195652174,0.145,154,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",22,41,38,21,52,6,10,7,3,7,4,4,16,10,21,7,19,17,15,8,0,0,60,190,0,0,310,120,0,1090,65,55,0,0,0,0,60,190,0,0,310,120,0,0,0,1005,0,0,85,65,55,0
4168,Program officers unique to government,3530,0,3.8,0.23,157,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",38.46,42,39,22,53,6,10,7,3,7,3,5,17,10,21,7,19,17,16,9,30,25,260,1035,50,20,225,455,235,180,120,895,0,30,0,10,260,1035,50,0,225,455,15,235,20,25,0,0,155,120,895,0
4169,"Other professional occupations in social science, n.e.c.                                                             ",1165,0,4.612244898,0.059,166,"Occupations in education, law and social, community and government services",5,"Professional occupations in law and social, community and government services",42.05,45,42,23,57,7,10,8,3,7,4,5,17,11,22,8,20,17,17,10,0,0,230,770,50,0,90,15,0,0,0,10,0,0,0,0,230,770,50,0,90,15,0,0,0,0,0,0,0,0,10,0
4211,Paralegal and related occupations,10245,2,3.317757009,0.94,151,"Occupations in education, law and social, community and government services",5,"Paraprofessional occupations in legal, social, community and education services",26.84,35,35,13,68,3,7,4,3,0,5,2,21,7,30,6,13,19,17,14,0,0,195,780,120,0,315,40,7890,0,60,845,0,0,0,0,165,780,120,0,315,40,0,7890,0,0,30,0,0,60,845,0
4212,Bartenders,41965,1,3.082169442,0.391,145.5,Sales and service occupations,9,Service representatives and other customer and personal services occupations,16.68,44.5,31.5,17,52.5,6,6.5,5.5,3,3.5,3.5,3.5,15,7.5,21.5,6,25,13.5,16,9.5,190,65,6355,6180,740,105,1690,1900,1755,13375,4020,2500,0,115,25,0,6155,6180,740,105,1690,1900,65,1755,0,745,200,50,12630,4020,2500,0
4214,Early childhood educators and assistants,43345,1,3.00591716,0.007,98,"Occupations in education, law and social, community and government services",5,"Paraprofessional occupations in legal, social, community and education services",17,22,30,11,35,1,13,5,2,5,3,2,12,10,17,1,6,15,6,0,115,45,23595,1865,1180,130,2095,7185,600,1520,2185,2830,0,95,0,0,23540,1865,1180,130,2095,7185,45,600,0,300,55,20,1220,2185,2830,0
4215,Instructors of persons with disabilities,1270,2,3.5,0.012,101,"Occupations in education, law and social, community and government services",5,"Paraprofessional occupations in legal, social, community and education services",28,29,16,11,45,6,2,3,2,1,3,2,12,5,19,5,14,9,14,4,0,0,335,265,0,0,30,495,0,85,60,0,0,0,0,0,335,265,0,0,30,495,0,0,0,0,0,0,85,60,0,0
4216,Other instructors,4480,2,3.62295082,0.01,121,"Occupations in education, law and social, community and government services",5,"Paraprofessional occupations in legal, social, community and education services",14.25,24,28,16,53,2,7,4,3,3,4,4,17,6,21,5,13,9,15,8,295,155,230,370,155,145,565,2235,30,0,145,155,0,130,0,0,230,370,155,0,565,2235,155,30,145,0,0,165,0,145,155,0
4217,Other religious occupations,400,0,4.5,0.025,158,"Occupations in education, law and social, community and government services",5,"Paraprofessional occupations in legal, social, community and education services",36.56989981,42,40,22,54,7,10,7,3,7,3,4,17,10,21,7,19,17,16,9,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0
4311,Mechanical assemblers and inspectors,23130,0,2.511494253,0.499,142.5,"Occupations in education, law and social, community and government services",5,Occupations in front-line public protection services,32,38.5,35.5,20.5,48,5.5,9.5,7,3,7,3.5,4.5,15,9.5,19.5,6,16,17.5,13.5,7.5,630,495,450,3710,260,255,1345,265,12735,640,330,1910,0,170,155,75,430,3710,260,255,1345,265,420,12735,0,490,20,305,150,330,1910,0
4312,Firefighters,6725,0,2.231578947,0.17,162,"Occupations in education, law and social, community and government services",5,Occupations in front-line public protection services,42.74,44,41,23,55,7,10,7,3,7,4,5,17,10,22,7,20,17,16,9,610,545,35,170,15,20,705,35,3695,280,380,235,0,30,145,40,35,170,15,20,705,35,505,3695,0,260,0,435,20,380,235,0
4313,Non-commissioned ranks of the Canadian Forces,3450,0,1.912087912,0.518721207,141,"Occupations in education, law and social, community and government services",5,Occupations in front-line public protection services,25.35,38,36,20,47,5,10,7,3,7,3,4,15,9,19,6,16,17,13,7,610,455,25,150,95,140,770,0,665,0,175,365,0,0,0,0,25,150,95,140,770,0,455,665,0,0,0,610,0,175,365,0
4412,"Home support workers, housekeepers and related occupations",23875,0,2.685185185,0.63,130,"Occupations in education, law and social, community and government services",5,"Care providers and educational, legal and public protection support occupations",15.72,35,33,19,43,4,9,6,3,7,3,4,14,9,18,5,14,17,11,6,90,45,1295,480,145,75,595,1035,265,1100,16895,1855,0,90,0,0,1295,480,145,75,595,1035,45,265,0,20,0,0,1080,16895,1855,0
4413,Elementary and secondary school teacher assistants,25400,0,2.882129278,0.56,136,"Occupations in education, law and social, community and government services",5,"Care providers and educational, legal and public protection support occupations",22.36,37,34,19,45,5,9,6,3,7,3,4,14,9,19,5,15,17,12,7,65,0,6745,1675,395,85,1405,7585,500,2845,2345,1755,0,40,0,0,6745,1675,395,85,1405,7585,0,500,0,305,0,25,2540,2345,1755,0
4421,Sheriffs and bailiffs,20,0,2,0.229,151,"Occupations in education, law and social, community and government services",5,"Care providers and educational, legal and public protection support occupations",32.74115579,41,38,21,51,6,10,7,3,7,3,4,16,10,21,6,18,17,15,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
4422,Correctional service officers,3005,0,2.466666667,0.6,138,"Occupations in education, law and social, community and government services",5,"Care providers and educational, legal and public protection support occupations",32,38,35,20,46,5,9,6,3,7,3,4,15,9,19,5,15,18,12,7,10,30,70,300,30,0,55,0,2280,80,0,150,0,0,0,0,70,300,30,0,55,0,30,2280,0,15,0,10,65,0,150,0
5111,Librarians,3865,3,3.948717949,0.65,129,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,31.62,31,27,14,57,6,7,6,2,2,6,1,14,7,26,5,14,11,17,5,0,0,125,60,145,380,3020,100,0,0,0,35,0,0,0,0,125,60,145,380,3020,100,0,0,0,0,0,0,0,0,35,0
5112,Conservators and curators,285,0,4.2,0.298,151,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,30.22,41,38,21,51,6,10,7,3,7,3,4,16,10,20,6,18,17,15,8,0,0,25,0,195,0,65,0,0,0,0,0,0,0,0,0,25,0,195,0,65,0,0,0,0,0,0,0,0,0,0,0
5113,Archivists,305,2,4.818181818,0.76,146,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,26.20681294,27,34,21,64,4,10,5,2,3,4,8,16,9,26,6,12,11,22,8,0,0,120,0,0,25,160,0,0,0,0,0,0,0,0,0,120,0,0,25,160,0,0,0,0,0,0,0,0,0,0,0
5122,Editors,4880,3,3.972222222,0.055,161,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,24.29,38,36,25,62,6,10,10,4,5,7,5,16,7,20,8,19,13,26,5,35,0,370,2010,1735,0,310,150,155,0,0,115,0,35,0,0,330,2010,1735,0,310,150,0,155,0,0,40,0,0,0,115,0
